"","X","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"47",47,48,"Class_20","FV",84,11096,"Pave","NoAlleyAccess","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",24,"Unf",0,1632,1656,"GasA","Ex","Y","SBrkr",1656,0,0,1656,0,0,2,0,3,1,"Gd",7,"Typ",0,"NoFireplace","Attchd",2006,"RFn",3,826,"TA","TA","Y",0,146,0,0,0,0,"NoPool","NoFence","None",0,7,2007,"WD","Normal",249700
"48",48,50,"Class_20","RL",66,7742,"Pave","NoAlleyAccess","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,7,1966,1966,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",763,"Unf",0,192,955,"GasA","Ex","Y","SBrkr",955,0,0,955,1,0,1,0,3,1,"TA",6,"Typ",0,"NoFireplace","Attchd",1966,"Unf",1,386,"TA","TA","Y",0,0,0,0,0,0,"NoPool","MnPrv","None",0,1,2007,"WD","Normal",127000
"49",49,51,"Class_60","RL",69,13869,"Pave","NoAlleyAccess","IR2","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,6,1997,1997,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","Av","GLQ",182,"Unf",0,612,794,"GasA","Gd","Y","SBrkr",794,676,0,1470,0,1,2,0,3,1,"TA",6,"Typ",0,"NoFireplace","Attchd",1997,"Fin",2,388,"TA","TA","Y",0,75,0,0,0,0,"NoPool","NoFence","None",0,7,2007,"WD","Normal",177000
"50",50,52,"Class_50","RM",52,6240,"Pave","NoAlleyAccess","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",6,6,1934,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,816,816,"GasA","TA","Y","SBrkr",816,0,360,1176,0,0,1,0,3,1,"TA",6,"Typ",1,"Gd","Detchd",1985,"Unf",2,528,"TA","TA","Y",112,0,0,0,0,0,"NoPool","MnPrv","Shed",400,9,2006,"WD","Normal",114500
"53",53,55,"Class_80","RL",60,7134,"Pave","NoAlleyAccess","Reg","Bnk","AllPub","Inside","Mod","NAmes","Norm","Norm","1Fam","SLvl",5,5,1955,1955,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",384,"Unf",0,0,384,"GasA","TA","Y","SBrkr",1360,0,0,1360,0,0,1,0,3,1,"TA",6,"Min1",1,"TA","Detchd",1962,"Unf",2,572,"TA","TA","Y",0,50,0,0,0,0,"NoPool","MnPrv","None",0,2,2007,"WD","Normal",130000
"54",54,56,"Class_20","RL",100,10175,"Pave","NoAlleyAccess","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1964,1964,"Gable","CompShg","HdBoard","Plywood","BrkFace",272,"TA","TA","CBlock","TA","TA","No","BLQ",490,"Unf",0,935,1425,"GasA","Gd","Y","SBrkr",1425,0,0,1425,0,0,2,0,3,1,"TA",7,"Typ",1,"Gd","Attchd",1964,"RFn",2,576,"TA","TA","Y",0,0,0,407,0,0,"NoPool","NoFence","None",0,7,2008,"WD","Normal",180500
"55",55,57,"Class_160","FV",24,2645,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","Twnhs","2Story",8,5,1999,2000,"Gable","CompShg","MetalSd","MetalSd","BrkFace",456,"Gd","TA","PConc","Gd","TA","No","GLQ",649,"Unf",0,321,970,"GasA","Ex","Y","SBrkr",983,756,0,1739,1,0,2,1,3,1,"Gd",7,"Typ",0,"NoFireplace","Attchd",1999,"Fin",2,480,"TA","TA","Y",115,0,0,0,0,0,"NoPool","NoFence","None",0,8,2009,"WD","Abnorml",172500
"56",56,58,"Class_60","RL",89,11645,"Pave","NoAlleyAccess","IR1","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,860,860,"GasA","Ex","Y","SBrkr",860,860,0,1720,0,0,2,1,3,1,"Gd",7,"Typ",0,"NoFireplace","Attchd",2004,"RFn",2,565,"TA","TA","Y",0,70,0,0,0,0,"NoPool","NoFence","None",0,8,2006,"WD","Normal",196500
"58",58,60,"Class_20","RL",60,7200,"Pave","NoAlleyAccess","Reg","Bnk","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,7,1972,1972,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","Av","ALQ",632,"Unf",0,148,780,"GasA","Ex","Y","SBrkr",780,0,0,780,0,0,1,0,2,1,"TA",4,"Typ",0,"NoFireplace","Detchd",1973,"Unf",1,352,"TA","TA","Y",196,0,0,0,0,0,"NoPool","MnPrv","None",0,1,2008,"WD","Normal",124900
"59",59,61,"Class_20","RL",63,13072,"Pave","NoAlleyAccess","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","RRAe","Norm","1Fam","1Story",6,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","ALQ",941,"Unf",0,217,1158,"GasA","Ex","Y","SBrkr",1158,0,0,1158,1,0,1,1,3,1,"Gd",5,"Typ",0,"NoFireplace","Detchd",2006,"Unf",2,576,"TA","TA","Y",0,50,0,0,0,0,"NoPool","NoFence","None",0,5,2006,"New","Partial",158000
"60",60,62,"Class_75","RM",60,7200,"Pave","NoAlleyAccess","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","2.5Unf",5,7,1920,1996,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","Fa","No","Unf",0,"Unf",0,530,530,"GasA","TA","N","SBrkr",581,530,0,1111,0,0,1,0,3,1,"Fa",6,"Typ",0,"NoFireplace","Detchd",1935,"Unf",1,288,"TA","TA","N",0,0,144,0,0,0,"NoPool","NoFence","None",0,3,2007,"WD","Normal",101000
"61",61,63,"Class_120","RL",44,6442,"Pave","NoAlleyAccess","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",178,"Gd","TA","PConc","Gd","Gd","Mn","GLQ",24,"Unf",0,1346,1370,"GasA","Ex","Y","SBrkr",1370,0,0,1370,0,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd",2006,"RFn",2,484,"TA","TA","Y",120,49,0,0,0,0,"NoPool","NoFence","None",0,10,2007,"WD","Normal",202500
"62",62,64,"Class_70","RM",50,10300,"Pave","NoAlleyAccess","IR1","Bnk","AllPub","Inside","Gtl","OldTown","RRAn","Feedr","1Fam","2Story",7,6,1921,1950,"Gable","CompShg","Stucco","Stucco","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,576,576,"GasA","Gd","Y","SBrkr",902,808,0,1710,0,0,2,0,3,1,"TA",9,"Typ",0,"NoFireplace","Detchd",1990,"Unf",2,480,"TA","TA","Y",12,11,64,0,0,0,"NoPool","GdPrv","None",0,4,2010,"WD","Normal",140000
"63",63,65,"Class_60","RL",69,9375,"Pave","NoAlleyAccess","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,1997,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",573,"TA","TA","PConc","Gd","TA","No","GLQ",739,"Unf",0,318,1057,"GasA","Ex","Y","SBrkr",1057,977,0,2034,1,0,2,1,3,1,"Gd",8,"Typ",0,"NoFireplace","Attchd",1998,"RFn",2,645,"TA","TA","Y",576,36,0,0,0,0,"NoPool","GdPrv","None",0,2,2009,"WD","Normal",219500
"64",64,66,"Class_60","RL",76,9591,"Pave","NoAlleyAccess","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,2004,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",344,"Gd","TA","PConc","Ex","TA","Av","Unf",0,"Unf",0,1143,1143,"GasA","Ex","Y","SBrkr",1143,1330,0,2473,0,0,2,1,4,1,"Gd",9,"Typ",1,"Gd","BuiltIn",2004,"RFn",3,852,"TA","TA","Y",192,151,0,0,0,0,"NoPool","NoFence","None",0,10,2007,"WD","Normal",317000
"66",66,68,"Class_20","RL",72,10665,"Pave","NoAlleyAccess","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",167,"Gd","TA","PConc","Gd","TA","Av","GLQ",1013,"Unf",0,440,1453,"GasA","Ex","Y","SBrkr",1479,0,0,1479,1,0,2,0,3,1,"Gd",7,"Typ",0,"NoFireplace","Attchd",2003,"RFn",2,558,"TA","TA","Y",144,29,0,0,0,0,"NoPool","NoFence","None",0,6,2007,"WD","Normal",226000
"67",67,69,"Class_30","RM",47,4608,"Pave","NoAlleyAccess","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Artery","Norm","1Fam","1Story",4,6,1945,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","Unf",0,"Unf",0,747,747,"GasA","TA","Y","SBrkr",747,0,0,747,0,0,1,0,2,1,"TA",4,"Typ",0,"NoFireplace","Attchd",1945,"Unf",1,220,"TA","TA","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,6,2010,"WD","Normal",80000
"68",68,70,"Class_50","RL",81,15593,"Pave","NoAlleyAccess","Reg","Lvl","AllPub","Corner","Gtl","ClearCr","Norm","Norm","1Fam","1.5Fin",7,4,1953,1953,"Gable","CompShg","BrkFace","AsbShng","None",0,"Gd","TA","CBlock","TA","TA","No","BLQ",603,"Unf",0,701,1304,"GasW","TA","Y","SBrkr",1304,983,0,2287,0,0,2,0,3,1,"TA",7,"Typ",1,"TA","Attchd",1953,"Fin",2,667,"TA","TA","Y",0,21,114,0,0,0,"NoPool","NoFence","None",0,7,2006,"WD","Normal",225000
"69",69,71,"Class_20","RL",95,13651,"Pave","NoAlleyAccess","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",7,6,1973,1973,"Gable","CompShg","Plywood","Plywood","BrkFace",1115,"TA","Gd","CBlock","Gd","TA","Gd","ALQ",1880,"Unf",0,343,2223,"GasA","Ex","Y","SBrkr",2223,0,0,2223,1,0,2,0,3,1,"TA",8,"Typ",2,"Gd","Attchd",1973,"Fin",2,516,"TA","TA","Y",300,0,0,0,0,0,"NoPool","NoFence","None",0,2,2007,"WD","Normal",244000
"70",70,72,"Class_20","RL",69,7599,"Pave","NoAlleyAccess","Reg","Lvl","AllPub","Corner","Gtl","Mitchel","Norm","Norm","1Fam","1Story",4,6,1982,2006,"Gable","CompShg","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",565,"Unf",0,280,845,"GasA","TA","Y","SBrkr",845,0,0,845,1,0,1,0,2,1,"TA",4,"Typ",0,"NoFireplace","Detchd",1987,"Unf",2,360,"TA","TA","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,6,2007,"WD","Normal",129500
"71",71,73,"Class_60","RL",74,10141,"Pave","NoAlleyAccess","IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",40,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,832,832,"GasA","Gd","Y","SBrkr",885,833,0,1718,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd",1998,"Fin",2,427,"TA","TA","Y",0,94,0,0,291,0,"NoPool","NoFence","None",0,12,2009,"WD","Normal",185000
"72",72,74,"Class_20","RL",85,10200,"Pave","NoAlleyAccess","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1954,2003,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",104,"TA","TA","CBlock","TA","TA","No","ALQ",320,"BLQ",362,404,1086,"GasA","Gd","Y","SBrkr",1086,0,0,1086,1,0,1,0,3,1,"TA",6,"Typ",0,"NoFireplace","Attchd",1989,"Unf",2,490,"TA","TA","Y",0,0,0,0,0,0,"NoPool","GdWo","None",0,5,2010,"WD","Normal",144900
"73",73,75,"Class_50","RM",60,5790,"Pave","NoAlleyAccess","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","2Story",3,6,1915,1950,"Gambrel","CompShg","VinylSd","VinylSd","None",0,"Gd","Gd","CBlock","Fa","TA","No","Unf",0,"Unf",0,840,840,"GasA","Gd","N","SBrkr",840,765,0,1605,0,0,2,0,3,2,"TA",8,"Typ",0,"NoFireplace","Detchd",1915,"Unf",1,379,"TA","TA","Y",0,0,202,0,0,0,"NoPool","NoFence","None",0,5,2010,"WD","Normal",107400
"74",74,76,"Class_180","RM",21,1596,"Pave","NoAlleyAccess","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","SLvl",4,5,1973,1973,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","CBlock","Gd","TA","Gd","GLQ",462,"Unf",0,0,462,"GasA","TA","Y","SBrkr",526,462,0,988,1,0,1,0,2,1,"TA",5,"Typ",0,"NoFireplace","BuiltIn",1973,"Unf",1,297,"TA","TA","Y",120,101,0,0,0,0,"NoPool","GdWo","None",0,11,2009,"WD","Normal",91000
"75",75,77,"Class_20","RL",69,8475,"Pave","NoAlleyAccess","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,7,1956,1956,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",228,"Unf",0,724,952,"GasA","Ex","Y","FuseA",952,0,0,952,0,0,1,0,2,1,"TA",4,"Typ",0,"NoFireplace","Detchd",1956,"Unf",1,283,"TA","TA","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,4,2008,"WD","Normal",135750
"76",76,78,"Class_50","RM",50,8635,"Pave","NoAlleyAccess","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",5,5,1948,2001,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",336,"GLQ",41,295,672,"GasA","TA","Y","SBrkr",1072,213,0,1285,1,0,1,0,2,1,"TA",6,"Min1",0,"NoFireplace","Detchd",1948,"Unf",1,240,"TA","TA","Y",0,0,0,0,0,0,"NoPool","MnPrv","None",0,1,2008,"WD","Normal",127000
"77",77,80,"Class_50","RM",60,10440,"Pave","Grvl","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","2Story",5,6,1910,1981,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,440,440,"GasA","Gd","Y","SBrkr",682,548,0,1230,0,0,1,1,2,1,"TA",5,"Typ",0,"NoFireplace","Detchd",1966,"Unf",2,440,"TA","TA","Y",74,0,128,0,0,0,"NoPool","MnPrv","None",0,5,2009,"WD","Normal",110000
"78",78,81,"Class_60","RL",100,13000,"Pave","NoAlleyAccess","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","2Story",6,6,1968,1968,"Gable","CompShg","VinylSd","VinylSd","BrkFace",576,"TA","Gd","CBlock","Gd","TA","No","Rec",448,"Unf",0,448,896,"GasA","TA","Y","SBrkr",1182,960,0,2142,0,0,2,1,4,1,"Gd",8,"Typ",1,"Gd","Attchd",1968,"Fin",1,509,"TA","TA","Y",0,72,0,0,252,0,"NoPool","NoFence","None",0,6,2009,"WD","Normal",193500
"79",79,82,"Class_120","RM",32,4500,"Pave","NoAlleyAccess","Reg","Lvl","AllPub","FR2","Gtl","Mitchel","Norm","Norm","TwnhsE","1Story",6,5,1998,1998,"Hip","CompShg","VinylSd","VinylSd","BrkFace",443,"TA","Gd","PConc","Ex","Gd","No","GLQ",1201,"Unf",0,36,1237,"GasA","Ex","Y","SBrkr",1337,0,0,1337,1,0,2,0,2,1,"TA",5,"Typ",0,"NoFireplace","Attchd",1998,"Fin",2,405,"TA","TA","Y",0,199,0,0,0,0,"NoPool","NoFence","None",0,3,2006,"WD","Normal",153500
"80",80,83,"Class_20","RL",78,10206,"Pave","NoAlleyAccess","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",468,"TA","TA","PConc","Gd","TA","No","GLQ",33,"Unf",0,1530,1563,"GasA","Ex","Y","SBrkr",1563,0,0,1563,0,0,2,0,3,1,"Gd",6,"Typ",1,"Gd","Attchd",2007,"RFn",3,758,"TA","TA","Y",144,99,0,0,0,0,"NoPool","NoFence","None",0,10,2008,"WD","Normal",245000
"81",81,84,"Class_20","RL",80,8892,"Pave","NoAlleyAccess","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1960,1960,"Gable","CompShg","MetalSd","MetalSd","BrkCmn",66,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1065,1065,"GasA","Gd","Y","SBrkr",1065,0,0,1065,0,0,1,1,3,1,"TA",6,"Typ",0,"NoFireplace","Detchd",1974,"Unf",2,461,"TA","TA","Y",74,0,0,0,0,0,"NoPool","NoFence","None",0,7,2007,"COD","Normal",126500
"82",82,85,"Class_80","RL",69,8530,"Pave","NoAlleyAccess","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","SLvl",7,5,1995,1996,"Gable","CompShg","HdBoard","HdBoard","BrkFace",22,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,384,384,"GasA","Gd","Y","SBrkr",804,670,0,1474,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","BuiltIn",1995,"Fin",2,400,"TA","TA","Y",120,72,0,0,0,0,"NoPool","NoFence","Shed",700,5,2009,"WD","Normal",168500
"83",83,86,"Class_60","RL",121,16059,"Pave","NoAlleyAccess","Reg","Lvl","AllPub","Corner","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,1991,1992,"Hip","CompShg","HdBoard","HdBoard","BrkFace",284,"Gd","TA","CBlock","Gd","TA","No","Unf",0,"Unf",0,1288,1288,"GasA","Ex","Y","SBrkr",1301,1116,0,2417,0,0,2,1,4,1,"Gd",9,"Typ",1,"TA","Attchd",1991,"Unf",2,462,"TA","TA","Y",127,82,0,0,0,0,"NoPool","NoFence","None",0,4,2006,"WD","Normal",260000
"84",84,87,"Class_60","RL",122,11911,"Pave","NoAlleyAccess","IR2","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,684,684,"GasA","Ex","Y","SBrkr",684,876,0,1560,0,0,2,1,3,1,"Gd",6,"Typ",1,"Gd","BuiltIn",2005,"Fin",2,400,"TA","TA","Y",100,38,0,0,0,0,"NoPool","NoFence","None",0,3,2009,"WD","Normal",174000
"85",85,88,"Class_160","FV",40,3951,"Pave","Pave","Reg","Lvl","AllPub","Corner","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",6,5,2009,2009,"Gable","CompShg","VinylSd","VinylSd","Stone",76,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,612,612,"GasA","Ex","Y","SBrkr",612,612,0,1224,0,0,2,1,2,1,"Gd",4,"Typ",0,"NoFireplace","Detchd",2009,"RFn",2,528,"TA","TA","Y",0,234,0,0,0,0,"NoPool","NoFence","None",0,6,2009,"New","Partial",164500
"86",86,91,"Class_20","RL",60,7200,"Pave","NoAlleyAccess","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,5,1950,1950,"Gable","CompShg","BrkFace","Wd Sdng","None",0,"TA","TA","Slab","NoBasement","NoBasement","NoBasement","NoBasement",0,"NoBasement",0,0,0,"GasA","TA","Y","FuseA",1040,0,0,1040,0,0,1,0,2,1,"TA",4,"Typ",0,"NoFireplace","Detchd",1950,"Unf",2,420,"TA","TA","Y",0,29,0,0,0,0,"NoPool","NoFence","None",0,7,2006,"WD","Normal",109900
"87",87,92,"Class_20","RL",85,8500,"Pave","NoAlleyAccess","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,3,1961,1961,"Hip","CompShg","HdBoard","HdBoard","BrkCmn",203,"TA","TA","CBlock","TA","TA","No","Rec",600,"Unf",0,635,1235,"GasA","TA","Y","SBrkr",1235,0,0,1235,0,0,1,0,2,1,"TA",6,"Typ",0,"NoFireplace","Attchd",1961,"Unf",2,480,"TA","TA","Y",0,0,0,0,0,0,"NoPool","GdWo","None",0,12,2006,"WD","Abnorml",98600
"88",88,93,"Class_30","RL",80,13360,"Pave","Grvl","IR1","HLS","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1Story",5,7,1921,2006,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Gd","BrkTil","Gd","TA","No","ALQ",713,"Unf",0,163,876,"GasA","Ex","Y","SBrkr",964,0,0,964,1,0,1,0,2,1,"TA",5,"Typ",0,"NoFireplace","Detchd",1921,"Unf",2,432,"TA","TA","Y",0,0,44,0,0,0,"NoPool","NoFence","None",0,8,2009,"WD","Normal",163500
"89",89,94,"Class_190","C (all)",60,7200,"Pave","NoAlleyAccess","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","2fmCon","2.5Unf",6,6,1910,1998,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","Fa","Mn","Rec",1046,"Unf",0,168,1214,"GasW","Ex","N","SBrkr",1260,1031,0,2291,0,1,2,0,4,2,"TA",9,"Typ",1,"Gd","Detchd",1900,"Unf",2,506,"TA","TA","Y",0,0,0,0,99,0,"NoPool","NoFence","None",0,11,2007,"WD","Normal",133900
"90",90,95,"Class_60","RL",69,9337,"Pave","NoAlleyAccess","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",6,5,1997,1997,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","PConc","Gd","TA","No","GLQ",648,"Unf",0,176,824,"GasA","Ex","Y","SBrkr",905,881,0,1786,1,0,2,1,3,1,"Gd",7,"Typ",0,"NoFireplace","Attchd",1997,"RFn",2,684,"TA","TA","Y",0,162,0,0,0,0,"NoPool","NoFence","None",0,5,2007,"WD","Normal",204750
"91",91,96,"Class_60","RL",69,9765,"Pave","NoAlleyAccess","IR2","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,8,1993,1993,"Gable","CompShg","VinylSd","VinylSd","BrkFace",68,"Ex","Gd","PConc","Gd","Gd","No","ALQ",310,"Unf",0,370,680,"GasA","Gd","Y","SBrkr",680,790,0,1470,0,0,2,1,3,1,"TA",6,"Typ",1,"TA","BuiltIn",1993,"Fin",2,420,"TA","TA","Y",232,63,0,0,0,0,"NoPool","NoFence","Shed",480,4,2009,"WD","Normal",185000
"92",92,97,"Class_20","RL",78,10264,"Pave","NoAlleyAccess","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,1999,1999,"Gable","CompShg","VinylSd","VinylSd","BrkFace",183,"Gd","TA","PConc","Gd","TA","Av","ALQ",1162,"Unf",0,426,1588,"GasA","Ex","Y","SBrkr",1588,0,0,1588,0,0,2,0,3,1,"Gd",6,"Typ",0,"NoFireplace","Attchd",1999,"RFn",2,472,"TA","TA","Y",158,29,0,0,0,0,"NoPool","NoFence","None",0,8,2006,"WD","Normal",214000
"93",93,98,"Class_20","RL",73,10921,"Pave","NoAlleyAccess","Reg","HLS","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",4,5,1965,1965,"Hip","CompShg","HdBoard","HdBoard","BrkFace",48,"TA","TA","CBlock","TA","TA","No","Rec",520,"Unf",0,440,960,"GasA","TA","Y","FuseF",960,0,0,960,1,0,1,0,3,1,"TA",6,"Typ",0,"NoFireplace","Attchd",1965,"Fin",1,432,"TA","TA","P",120,0,0,0,0,0,"NoPool","NoFence","None",0,5,2007,"WD","Normal",94750
"94",94,99,"Class_30","RL",85,10625,"Pave","NoAlleyAccess","Reg","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,5,1920,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","ALQ",108,"Unf",0,350,458,"GasA","Fa","N","SBrkr",835,0,0,835,0,0,1,0,2,1,"TA",5,"Typ",0,"NoFireplace","Basment",1920,"Unf",1,366,"Fa","TA","Y",0,0,77,0,0,0,"NoPool","NoFence","Shed",400,5,2010,"COD","Abnorml",83000
"95",95,101,"Class_20","RL",69,10603,"Pave","NoAlleyAccess","IR1","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,7,1977,2001,"Gable","CompShg","Plywood","Plywood","BrkFace",28,"TA","TA","PConc","TA","TA","Mn","ALQ",1200,"Unf",0,410,1610,"GasA","Gd","Y","SBrkr",1610,0,0,1610,1,0,2,0,3,1,"Gd",6,"Typ",2,"TA","Attchd",1977,"RFn",2,480,"TA","TA","Y",168,68,0,0,0,0,"NoPool","NoFence","None",0,2,2010,"WD","Normal",205000
"96",96,102,"Class_60","RL",77,9206,"Pave","NoAlleyAccess","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",6,5,1985,1985,"Gable","CompShg","HdBoard","HdBoard","BrkFace",336,"Gd","TA","CBlock","Gd","TA","No","Unf",0,"Unf",0,741,741,"GasA","TA","Y","SBrkr",977,755,0,1732,0,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd",1985,"Fin",2,476,"TA","TA","Y",192,46,0,0,0,0,"NoPool","NoFence","None",0,6,2010,"WD","Normal",178000
